temp,hr,spo2,gsr,label
38.77,116,91,2238,High
39.71,144,85,2662,Critical
38.09,117,90,2297,High
38.83,112,90,2501,High
35.75,99,98,1834,Moderate
38.8,100,92,2201,High
36.65,95,97,991,Normal
35.57,77,95,1950,Moderate
35.56,91,99,1828,Moderate
40.24,137,83,3193,Critical
39.44,149,82,2940,Critical
35.37,70,99,1546,Moderate
36.14,90,96,1101,Normal
38.95,103,93,2510,High
40.19,128,79,2933,Critical
36.84,91,98,998,Normal
39.97,124,84,2957,Critical
36.2,98,95,1007,Normal
36.67,72,97,1053,Normal
38.41,119,90,2516,High
35.64,74,97,1758,Moderate
34.94,74,97,1643,Moderate
39.13,147,85,2816,Critical
39.94,139,85,2811,Critical
34.64,90,99,1684,Moderate
39.42,127,80,2685,Critical
40.28,143,86,2882,Critical
36.47,69,99,1240,Normal
39.24,132,87,2870,Critical
38.25,115,92,2218,High
36.33,67,96,1007,Normal
36.61,67,98,954,Normal
39.64,144,86,3048,Critical
35.39,77,96,1814,Moderate
34.69,67,95,1668,Moderate
39.84,139,82,2719,Critical
35.27,97,95,1801,Moderate
38.91,102,92,2220,High
37.41,61,99,1021,Normal
34.75,79,95,1800,Moderate
40.1,137,85,3195,Critical
40.08,136,83,3147,Critical
37.45,69,96,1171,Normal
40.08,127,81,2786,Critical
34.9,86,95,1734,Moderate
38.01,116,92,2122,High
38.4,112,93,2479,High
