temp,hr,spo2,gsr,label
40.13,147,77,2878,Critical
38.65,133,91,2327,High
40.3,158,82,2820,Critical
37.91,105,93,1790,Moderate
36.69,79,95,1006,Normal
40.05,142,80,2782,Critical
37.86,107,92,1605,Moderate
39.51,165,80,2981,Critical
38.79,122,91,2325,High
37.85,115,92,1463,Moderate
39.3,164,76,2952,Critical
38.86,129,90,2000,High
40.29,167,80,3052,Critical
36.96,100,99,1097,Normal
40.4,150,77,2842,Critical
39.86,149,87,2968,Critical
39.21,153,81,3041,Critical
37.9,105,92,1883,Moderate
38.57,137,89,2413,High
39.67,157,88,2970,Critical
37.93,120,94,1889,Moderate
36.04,78,99,1193,Normal
39.43,152,86,2977,Critical
37.7,111,93,1444,Moderate
39.29,152,81,3088,Critical
38.63,126,90,2513,High
40.32,162,84,2973,Critical
39.36,168,81,2880,Critical
38.59,133,90,2468,High
37.71,118,94,1810,Moderate
38.57,122,90,2180,High
38.31,136,89,2363,High
38.29,127,91,2271,High
40.06,157,83,3172,Critical
37.35,83,97,991,Normal
39.99,160,86,2721,Critical
39.11,158,80,2753,Critical
36.51,61,98,915,Normal
37.94,118,92,1813,Moderate
37.23,79,95,867,Normal
38.26,134,90,2351,High
37.37,91,95,1269,Normal
36.55,100,100,918,Normal
39.79,147,88,2735,Critical
37.81,102,94,1858,Moderate
39.95,161,80,2963,Critical
36.85,87,99,1174,Normal
37.94,118,94,1531,Moderate
38.72,133,90,2578,High
38.69,126,90,2020,High
37.65,114,94,1413,Moderate
37.07,87,98,836,Normal
37.91,105,92,1779,Moderate
36.88,74,97,902,Normal
37.63,102,94,1649,Moderate
40.21,155,87,2812,Critical
37.65,119,94,1445,Moderate
38.91,139,91,2423,High
39.15,141,75,3158,Critical
37.92,102,94,1880,Moderate
37.62,104,92,1497,Moderate
37.94,101,93,1539,Moderate
37.79,118,93,1622,Moderate
37.73,115,94,1877,Moderate
36.65,83,99,1085,Normal
37.39,74,95,881,Normal
40.06,142,80,2931,Critical
38.35,124,90,2195,High
36.61,81,98,1132,Normal
36.28,76,95,1275,Normal
38.68,133,89,2078,High
36.9,89,96,1231,Normal
38.63,126,90,2531,High
37.95,119,93,1658,Moderate
37.68,113,94,1807,Moderate
40.06,165,84,3004,Critical
37.64,105,92,1760,Moderate
36.86,95,97,1157,Normal
38.74,136,89,2219,High
39.12,166,85,2780,Critical
39.22,149,77,2829,Critical
37.64,111,93,1820,Moderate
39.55,154,79,3059,Critical
39.7,158,83,3163,Critical
37.79,106,92,1878,Moderate
38.89,133,90,2284,High
38.0,108,94,1505,Moderate
39.71,146,82,3105,Critical
37.89,103,92,1400,Moderate
37.95,109,94,1511,Moderate
36.37,67,95,1219,Normal
38.79,132,91,2480,High
38.46,130,89,2046,High
38.18,139,91,2539,High
40.49,148,79,3164,Critical
36.79,79,98,1141,Normal
36.23,85,95,1277,Normal
37.71,114,94,1534,Moderate
37.99,114,93,1649,Moderate
37.11,66,99,1150,Normal
37.69,118,93,1678,Moderate
37.3,97,95,847,Normal
38.17,123,91,2497,High
40.49,168,80,2816,Critical
39.43,144,85,3159,Critical
37.79,109,93,1538,Moderate
38.99,130,89,2506,High
36.54,67,100,1080,Normal
37.85,111,94,1435,Moderate
37.98,111,92,1610,Moderate
39.93,165,84,3175,Critical
39.88,142,75,3064,Critical
38.65,137,89,2187,High
37.96,120,94,1710,Moderate
37.62,119,92,1765,Moderate
36.29,100,100,1071,Normal
40.01,142,78,3167,Critical
38.88,140,89,2541,High
36.22,87,100,1221,Normal
38.58,132,89,2540,High
40.01,164,81,3040,Critical
38.24,129,90,2179,High
38.25,127,91,2210,High
38.66,128,91,2182,High
37.64,115,94,1460,Moderate
40.05,166,80,2913,Critical
38.64,131,91,2483,High
37.96,104,93,1443,Moderate
38.24,137,89,2458,High
36.88,71,100,1285,Normal
36.38,62,95,1238,Normal
38.23,135,89,2225,High
36.97,77,100,1012,Normal
36.15,79,100,927,Normal
38.71,140,91,2265,High
37.77,110,94,1543,Moderate
37.78,103,92,1650,Moderate
37.68,114,92,1499,Moderate
38.41,130,89,2563,High
38.57,128,90,2535,High
38.62,124,89,2052,High
39.44,168,77,2910,Critical
36.46,100,100,1189,Normal
36.18,76,97,1251,Normal
39.38,149,77,3084,Critical
36.21,97,99,1282,Normal
40.27,150,78,3026,Critical
38.74,132,90,2591,High
37.94,115,92,1447,Moderate
37.77,110,92,1669,Moderate
39.73,156,76,2985,Critical
36.48,79,97,853,Normal
39.95,154,76,2716,Critical
37.68,115,92,1781,Moderate
39.43,149,88,2862,Critical
37.15,88,99,1009,Normal
37.63,116,94,1466,Moderate
39.67,149,82,3127,Critical
37.16,73,96,929,Normal
37.49,83,99,1273,Normal
36.59,76,96,955,Normal
39.6,164,76,3052,Critical
36.47,76,97,975,Normal
38.44,125,91,2254,High
37.93,114,92,1439,Moderate
37.29,99,98,1026,Normal
39.0,121,90,2219,High
39.86,153,78,3004,Critical
37.71,110,93,1464,Moderate
39.41,162,82,2936,Critical
36.54,64,97,853,Normal
38.29,122,89,2355,High
36.73,65,99,1182,Normal
38.23,121,90,2597,High
37.24,75,99,956,Normal
36.57,85,97,1282,Normal
36.98,69,100,1270,Normal
37.89,110,94,1599,Moderate
36.75,99,96,949,Normal
39.92,144,81,2833,Critical
38.66,128,91,2203,High
36.23,75,95,1016,Normal
38.98,131,91,2215,High
39.21,166,88,2961,Critical
36.09,70,100,1058,Normal
38.36,125,89,2109,High
38.79,124,90,2448,High
36.78,65,97,960,Normal
36.36,88,95,1009,Normal
37.81,111,92,1667,Moderate
37.95,106,94,1449,Moderate
37.84,101,93,1527,Moderate
39.54,155,75,2969,Critical
36.91,82,96,1162,Normal
40.19,166,77,3199,Critical
37.73,109,93,1646,Moderate
39.88,165,81,2932,Critical
40.21,145,78,2710,Critical
39.79,162,85,2737,Critical
40.05,146,82,2708,Critical
38.62,139,89,2260,High
40.07,143,75,2736,Critical
36.32,100,97,911,Normal
39.17,170,77,2996,Critical
39.2,151,82,3090,Critical
37.66,113,93,1702,Moderate
38.78,124,89,2022,High
39.51,170,88,3105,Critical
37.47,87,98,1234,Normal
38.54,134,89,2585,High
37.84,109,92,1889,Moderate
36.05,70,98,1050,Normal
39.0,129,90,2509,High
38.48,122,90,2297,High
37.62,115,93,1842,Moderate
37.79,111,92,1862,Moderate
37.87,104,94,1631,Moderate
38.92,137,89,2033,High
39.86,168,76,3082,Critical
38.16,122,91,2254,High
37.68,108,92,1607,Moderate
36.02,65,95,812,Normal
39.32,157,76,3183,Critical
38.27,128,89,2040,High
38.61,126,90,2510,High
37.94,109,92,1684,Moderate
37.91,120,92,1470,Moderate
37.77,118,93,1869,Moderate
38.98,122,89,2065,High
37.84,107,93,1715,Moderate
37.83,110,94,1726,Moderate
39.31,156,75,2812,Critical
39.17,161,86,2965,Critical
36.12,87,96,1082,Normal
39.84,153,85,2954,Critical
39.19,145,81,2985,Critical
39.32,153,87,3159,Critical
40.17,159,85,3162,Critical
38.72,138,90,2040,High
37.61,111,92,1786,Moderate
36.24,94,100,1086,Normal
40.39,155,83,3038,Critical
39.62,160,80,2928,Critical
36.96,71,95,1206,Normal
37.11,93,98,995,Normal
38.8,127,90,2055,High
40.49,167,82,2984,Critical
39.92,142,83,2891,Critical
37.3,79,100,972,Normal
38.3,133,89,2508,High
37.82,111,93,1602,Moderate
37.78,110,94,1863,Moderate
36.81,94,95,943,Normal
38.25,137,91,2198,High
38.18,134,90,2423,High
37.17,88,96,1035,Normal
39.81,169,79,3125,Critical
37.39,65,99,1020,Normal
37.62,113,94,1525,Moderate
40.39,158,87,3023,Critical
40.11,170,88,2787,Critical
40.22,148,76,3011,Critical
40.07,143,75,2987,Critical
38.36,131,90,2344,High
37.01,79,98,1224,Normal
37.79,114,94,1832,Moderate
38.78,128,91,2249,High
38.17,126,91,2488,High
39.53,148,76,3099,Critical
38.78,138,91,2150,High
40.25,148,77,3075,Critical
38.72,125,91,2431,High
37.78,112,92,1529,Moderate
36.3,62,97,804,Normal
37.96,119,93,1697,Moderate
36.66,84,95,856,Normal
36.96,96,99,969,Normal
36.09,78,98,1148,Normal
39.67,148,87,2813,Critical
39.57,152,88,2973,Critical
36.63,98,97,989,Normal
36.37,71,97,1216,Normal
39.93,164,85,2707,Critical
38.16,121,91,2413,High
38.66,130,90,2272,High
37.78,117,92,1504,Moderate
38.63,137,90,2523,High
39.74,145,82,2729,Critical
37.79,109,92,1850,Moderate
36.46,100,99,922,Normal
38.77,123,89,2054,High
38.61,124,89,2331,High
38.52,132,89,2317,High
36.57,77,95,1146,Normal
37.97,119,92,1493,Moderate
39.81,148,86,3118,Critical
38.13,136,91,2526,High
38.2,137,90,2599,High
36.0,74,99,917,Normal
39.18,149,81,3030,Critical
40.17,145,83,2799,Critical
37.03,76,100,1085,Normal
39.71,154,76,3120,Critical
38.89,135,90,2596,High
38.0,113,92,1515,Moderate
38.84,130,89,2176,High
38.31,139,89,2183,High
38.92,140,90,2592,High
36.71,74,98,867,Normal
36.3,85,100,806,Normal
38.97,134,90,2374,High
38.76,132,91,2542,High
37.78,115,94,1827,Moderate
36.93,64,100,988,Normal
37.73,102,93,1566,Moderate
37.74,118,94,1825,Moderate
38.21,121,90,2115,High
36.71,92,98,911,Normal
37.76,101,93,1758,Moderate
37.63,107,92,1695,Moderate
36.17,70,97,1052,Normal
37.91,111,93,1505,Moderate
38.85,129,91,2338,High
39.49,150,82,2851,Critical
36.1,93,96,1279,Normal
38.94,129,89,2469,High
37.73,118,93,1551,Moderate
37.19,80,97,1094,Normal
37.9,112,93,1519,Moderate
39.24,148,83,3039,Critical
39.7,161,83,2726,Critical
36.28,85,98,1157,Normal
36.56,99,96,1100,Normal
37.77,102,93,1402,Moderate
37.87,102,93,1718,Moderate
40.45,155,75,2838,Critical
37.63,114,94,1761,Moderate
37.86,118,94,1485,Moderate
37.96,101,92,1885,Moderate
37.93,114,94,1860,Moderate
36.16,62,97,885,Normal
36.95,69,97,1135,Normal
39.86,166,87,3129,Critical
37.07,86,99,1162,Normal
39.7,159,81,2951,Critical
40.35,165,80,2940,Critical
40.13,154,88,2779,Critical
38.71,134,91,2557,High
36.62,77,96,863,Normal
39.31,160,75,2839,Critical
37.9,115,94,1839,Moderate
38.57,137,89,2089,High
37.92,117,92,1504,Moderate
36.06,83,100,910,Normal
38.31,138,89,2059,High
37.64,109,94,1482,Moderate
37.86,117,93,1889,Moderate
37.29,60,96,935,Normal
36.75,98,97,1258,Normal
38.42,133,90,2404,High
36.22,89,100,1030,Normal
36.49,64,97,1122,Normal
38.65,125,90,2366,High
38.52,140,90,2536,High
40.32,158,81,2939,Critical
38.14,136,91,2048,High
36.16,86,98,939,Normal
40.15,162,83,3148,Critical
39.46,143,85,3085,Critical
36.07,73,95,1177,Normal
36.02,81,97,1101,Normal
36.45,80,99,1265,Normal
38.57,121,89,2342,High
38.23,131,90,2323,High
36.39,87,99,1229,Normal
38.66,123,91,2464,High
39.86,149,75,3163,Critical
37.62,117,92,1632,Moderate
36.26,100,95,1010,Normal
38.16,126,89,2099,High
38.83,129,90,2471,High
39.89,147,87,2788,Critical
37.88,112,94,1647,Moderate
36.26,74,100,847,Normal
39.18,143,88,2720,Critical
38.7,132,90,2232,High
36.68,75,98,1154,Normal
38.94,135,90,2143,High
38.12,122,90,2452,High
36.47,61,95,954,Normal
37.85,118,92,1797,Moderate
38.46,121,90,2019,High
37.5,85,100,1290,Normal
38.72,131,91,2134,High
37.68,112,93,1492,Moderate
37.97,119,93,1728,Moderate
36.52,77,98,1291,Normal
38.13,131,89,2319,High
38.52,129,90,2464,High
37.44,71,97,1204,Normal
39.89,155,79,2742,Critical
38.56,121,90,2357,High
40.48,159,84,3188,Critical
37.45,62,96,1200,Normal
39.68,165,82,3086,Critical
38.42,132,91,2482,High
40.15,166,87,3024,Critical
37.22,73,100,819,Normal
37.61,105,94,1860,Moderate
40.1,164,80,2916,Critical
37.84,116,94,1639,Moderate
37.7,117,93,1674,Moderate
36.3,86,97,1149,Normal
37.94,104,94,1775,Moderate
38.79,132,90,2091,High
39.29,166,76,2860,Critical
37.91,104,93,1809,Moderate
37.68,113,93,1423,Moderate
37.18,60,98,1009,Normal
39.61,142,80,2786,Critical
37.84,105,93,1663,Moderate
39.96,160,84,2729,Critical
37.72,113,93,1742,Moderate
37.79,111,93,1441,Moderate
37.13,99,97,951,Normal
37.11,77,95,1209,Normal
36.3,89,98,1235,Normal
37.98,111,94,1790,Moderate
37.48,84,97,1294,Normal
38.41,138,90,2044,High
38.98,138,91,2221,High
37.3,70,97,835,Normal
39.24,156,80,2735,Critical
37.65,108,92,1694,Moderate
37.85,104,92,1785,Moderate
38.42,132,90,2040,High
39.8,148,78,2801,Critical
36.79,89,98,1250,Normal
38.82,131,90,2257,High
36.69,97,96,970,Normal
37.67,106,94,1401,Moderate
39.51,169,78,2891,Critical
37.83,114,92,1837,Moderate
39.63,145,83,3091,Critical
38.37,130,91,2081,High
37.81,104,94,1500,Moderate
37.0,87,99,923,Normal
36.55,64,95,1273,Normal
40.26,155,75,2925,Critical
37.81,117,93,1570,Moderate
39.73,155,78,2767,Critical
39.49,147,88,2787,Critical
37.65,119,94,1631,Moderate
38.72,128,90,2220,High
38.39,136,89,2001,High
36.84,94,98,1040,Normal
39.38,153,83,2838,Critical
39.27,164,79,2918,Critical
40.25,164,77,2828,Critical
37.63,117,93,1887,Moderate
39.96,159,76,2893,Critical
37.97,113,93,1450,Moderate
38.93,139,90,2489,High
39.57,149,84,2866,Critical
40.05,146,87,3074,Critical
38.92,130,89,2498,High
40.27,149,80,2894,Critical
37.64,107,92,1626,Moderate
38.99,126,91,2009,High
39.36,143,87,3045,Critical
36.78,63,96,1031,Normal
36.2,92,99,1278,Normal
40.34,163,81,2874,Critical
38.99,134,91,2127,High
38.23,136,90,2598,High
37.21,88,100,1184,Normal
37.71,104,92,1808,Moderate
40.4,156,80,2801,Critical
36.51,80,99,1071,Normal
36.04,80,98,804,Normal
36.87,60,96,997,Normal
38.97,125,91,2223,High
38.61,135,90,2546,High
37.88,109,94,1793,Moderate
36.17,92,100,1228,Normal
37.99,104,94,1576,Moderate
37.34,93,99,1090,Normal
36.34,87,99,1049,Normal
37.78,116,92,1505,Moderate
36.81,89,100,1204,Normal
39.72,156,88,3158,Critical
37.7,108,93,1867,Moderate
37.77,110,92,1425,Moderate
37.84,103,92,1439,Moderate
40.19,154,76,2857,Critical
39.76,158,75,3014,Critical
36.22,99,95,919,Normal
40.21,167,87,3037,Critical
36.39,62,97,929,Normal
38.32,136,90,2492,High
39.29,152,88,3027,Critical
36.68,62,97,951,Normal
37.67,103,94,1492,Moderate
38.93,130,90,2532,High
37.75,119,93,1700,Moderate
37.96,103,94,1738,Moderate
36.24,99,96,1216,Normal
38.8,125,90,2068,High
37.79,112,92,1465,Moderate
39.89,141,87,2876,Critical
37.8,102,94,1656,Moderate
39.57,146,85,2713,Critical
37.88,112,93,1697,Moderate
38.38,132,89,2080,High
40.38,162,87,2723,Critical
37.76,111,94,1698,Moderate
37.63,103,94,1607,Moderate
37.71,116,92,1721,Moderate
40.14,147,82,2970,Critical
36.21,78,95,1101,Normal
36.73,60,98,1082,Normal
36.92,68,95,1200,Normal
39.92,147,81,2974,Critical
36.39,67,97,1093,Normal
39.49,157,82,2872,Critical
39.74,159,84,3023,Critical
37.74,112,92,1613,Moderate
37.7,117,92,1758,Moderate
37.27,64,97,1135,Normal
39.57,151,78,2906,Critical
39.64,163,84,3062,Critical
39.99,151,80,3160,Critical
38.48,137,89,2327,High
37.86,111,92,1824,Moderate
37.69,108,93,1637,Moderate
37.85,101,94,1496,Moderate
36.96,79,98,1165,Normal
37.12,92,100,974,Normal
37.04,67,98,1109,Normal
39.91,151,83,2874,Critical
39.66,157,75,3049,Critical
37.89,107,93,1588,Moderate
37.66,114,93,1881,Moderate
39.47,158,76,3160,Critical
37.16,85,97,1257,Normal
38.86,123,89,2183,High
40.15,162,81,3141,Critical
37.83,108,94,1724,Moderate
37.97,119,93,1840,Moderate
38.88,137,90,2533,High
40.16,168,77,3132,Critical
38.82,121,91,2484,High
36.14,74,97,1087,Normal
37.89,103,93,1489,Moderate
39.31,150,77,2709,Critical
39.22,170,76,2990,Critical
37.96,109,94,1580,Moderate
37.99,105,92,1840,Moderate
39.51,150,86,2989,Critical
37.9,107,93,1467,Moderate
39.42,169,87,3017,Critical
36.23,67,100,1031,Normal
37.94,102,92,1789,Moderate
37.12,90,95,1012,Normal
36.27,92,100,899,Normal
38.18,137,90,2287,High
36.59,79,100,1099,Normal
39.0,122,91,2590,High
38.72,136,90,2188,High
39.94,160,82,2843,Critical
37.9,114,92,1462,Moderate
37.75,106,92,1869,Moderate
39.14,151,86,2983,Critical
40.14,143,84,2761,Critical
39.35,147,88,2735,Critical
37.13,94,95,891,Normal
37.95,110,94,1547,Moderate
37.97,112,94,1797,Moderate
37.66,106,94,1408,Moderate
37.98,101,92,1701,Moderate
39.69,143,80,2744,Critical
38.93,129,90,2289,High
39.28,148,82,2890,Critical
36.04,96,95,1245,Normal
38.97,127,91,2012,High
37.74,118,94,1596,Moderate
37.81,109,93,1765,Moderate
40.17,161,83,3118,Critical
40.47,157,78,3110,Critical
38.98,133,91,2131,High
37.76,112,92,1877,Moderate
39.89,164,75,2931,Critical
39.32,164,77,2775,Critical
37.82,116,93,1653,Moderate
38.28,135,90,2054,High
37.63,107,92,1405,Moderate
37.9,107,94,1685,Moderate
36.13,77,97,1086,Normal
37.33,65,99,849,Normal
38.35,138,91,2241,High
38.19,122,89,2322,High
37.72,110,92,1481,Moderate
36.84,82,95,1131,Normal
36.85,94,100,963,Normal
36.81,63,100,885,Normal
37.88,102,92,1473,Moderate
38.32,133,90,2510,High
36.06,91,96,813,Normal
38.99,124,91,2078,High
37.39,60,99,967,Normal
36.63,93,99,1267,Normal
37.39,91,95,1232,Normal
37.71,104,92,1694,Moderate
38.38,134,89,2512,High
37.87,103,92,1653,Moderate
37.67,116,94,1588,Moderate
40.05,170,81,3144,Critical
36.82,99,97,1129,Normal
37.87,115,93,1420,Moderate
37.96,103,92,1846,Moderate
38.64,122,90,2490,High
38.3,128,90,2075,High
37.39,62,98,877,Normal
38.81,128,91,2447,High
37.64,110,94,1683,Moderate
36.05,84,99,947,Normal
37.68,109,93,1500,Moderate
37.78,114,93,1854,Moderate
36.03,95,99,1144,Normal
37.94,113,93,1422,Moderate
37.36,99,95,1293,Normal
37.74,120,93,1550,Moderate
38.82,132,90,2044,High
38.91,129,90,2141,High
37.66,113,92,1738,Moderate
38.55,140,89,2396,High
36.34,98,95,884,Normal
38.38,127,90,2438,High
37.68,107,94,1661,Moderate
37.12,82,96,1137,Normal
36.7,75,99,871,Normal
38.0,110,92,1481,Moderate
38.64,131,90,2389,High
37.98,101,93,1401,Moderate
36.98,65,99,1201,Normal
37.98,114,93,1726,Moderate
36.6,93,98,858,Normal
40.34,148,85,3085,Critical
40.06,164,76,2945,Critical
38.71,126,90,2447,High
37.37,69,95,829,Normal
37.87,106,94,1877,Moderate
37.94,117,94,1488,Moderate
38.18,131,89,2574,High
37.75,114,94,1876,Moderate
37.93,113,94,1804,Moderate
37.87,119,94,1865,Moderate
37.94,102,92,1507,Moderate
38.35,121,91,2392,High
37.64,110,93,1815,Moderate
40.33,161,78,2829,Critical
37.8,107,93,1761,Moderate
37.35,73,97,1023,Normal
37.8,104,94,1786,Moderate
37.65,115,92,1427,Moderate
38.0,117,92,1842,Moderate
38.15,136,89,2399,High
40.4,169,87,2706,Critical
37.76,107,94,1548,Moderate
38.96,123,91,2572,High
38.41,121,89,2319,High
36.19,60,100,1191,Normal
38.45,124,91,2449,High
38.78,125,90,2079,High
37.7,119,92,1434,Moderate
36.21,64,95,941,Normal
40.2,157,76,2782,Critical
39.25,149,85,2794,Critical
36.11,74,95,1220,Normal
39.21,143,79,3006,Critical
40.23,145,76,3048,Critical
39.28,162,88,2950,Critical
40.08,144,78,3052,Critical
40.05,146,80,2758,Critical
37.72,114,93,1420,Moderate
38.39,123,89,2170,High
37.69,111,92,1785,Moderate
36.51,60,100,880,Normal
39.93,170,81,3081,Critical
37.72,102,92,1712,Moderate
39.85,160,77,2909,Critical
37.93,101,94,1725,Moderate
36.2,91,97,1077,Normal
36.34,100,95,1239,Normal
37.9,114,92,1757,Moderate
38.84,122,89,2482,High
36.06,83,97,1135,Normal
38.78,128,91,2119,High
37.3,91,100,815,Normal
37.99,111,93,1587,Moderate
37.87,114,94,1590,Moderate
37.91,102,93,1749,Moderate
37.72,118,93,1784,Moderate
36.18,77,99,1152,Normal
37.76,106,93,1487,Moderate
39.17,151,78,2931,Critical
37.72,113,93,1460,Moderate
39.99,143,79,3033,Critical
37.49,91,98,1090,Normal
39.3,144,79,3022,Critical
37.46,69,96,1205,Normal
37.95,104,93,1663,Moderate
37.66,115,94,1516,Moderate
36.8,60,99,877,Normal
36.18,74,97,1214,Normal
37.65,109,94,1455,Moderate
37.68,120,94,1438,Moderate
36.67,76,97,1149,Normal
38.69,123,90,2353,High
37.32,88,99,1248,Normal
37.74,101,92,1759,Moderate
36.82,79,100,925,Normal
36.69,70,99,970,Normal
38.62,135,90,2223,High
37.97,109,93,1737,Moderate
38.38,138,89,2461,High
36.94,71,99,882,Normal
38.82,122,89,2455,High
37.92,113,92,1594,Moderate
37.79,118,94,1636,Moderate
38.69,130,89,2403,High
37.44,67,97,1102,Normal
40.32,162,77,3072,Critical
37.93,119,92,1870,Moderate
37.88,116,94,1567,Moderate
38.99,121,90,2420,High
36.19,98,96,1152,Normal
37.08,86,98,1042,Normal
38.78,121,90,2394,High
38.35,136,91,2519,High
36.38,96,96,1121,Normal
39.53,165,87,3160,Critical
38.69,123,91,2599,High
39.12,158,84,2912,Critical
38.62,134,90,2346,High
40.29,163,85,2745,Critical
36.91,81,98,1085,Normal
38.94,125,91,2541,High
38.0,110,94,1596,Moderate
37.36,73,97,917,Normal
37.82,101,92,1757,Moderate
38.84,131,91,2552,High
37.65,117,94,1552,Moderate
38.25,135,90,2260,High
37.33,68,96,1105,Normal
39.33,154,81,3182,Critical
39.36,169,80,2801,Critical
37.22,85,97,1270,Normal
39.67,146,78,2740,Critical
39.7,163,87,3062,Critical
38.31,125,91,2025,High
39.8,159,85,2793,Critical
37.74,116,93,1472,Moderate
39.57,149,75,2907,Critical
37.71,115,92,1464,Moderate
36.8,100,98,897,Normal
40.22,165,77,2997,Critical
38.53,126,90,2379,High
37.64,118,92,1847,Moderate
37.91,110,92,1846,Moderate
36.89,97,96,1299,Normal
39.87,149,85,2753,Critical
38.26,139,89,2355,High
37.79,119,94,1653,Moderate
38.12,138,91,2160,High
37.89,113,92,1545,Moderate
37.9,104,92,1822,Moderate
36.98,76,99,892,Normal
38.7,122,90,2004,High
40.39,168,83,2729,Critical
36.75,61,97,1242,Normal
37.9,119,92,1797,Moderate
38.82,128,90,2470,High
40.18,147,87,2832,Critical
39.28,158,80,2831,Critical
37.72,108,93,1442,Moderate
36.53,79,100,930,Normal
37.78,113,92,1464,Moderate
38.37,134,90,2053,High
40.02,161,82,2832,Critical
37.96,105,94,1583,Moderate
37.39,96,99,1230,Normal
39.26,154,87,2841,Critical
38.82,133,90,2140,High
40.47,167,77,2905,Critical
37.66,110,92,1798,Moderate
36.86,72,98,1128,Normal
37.63,107,92,1577,Moderate
37.68,118,94,1548,Moderate
39.21,156,81,3077,Critical
38.92,137,90,2306,High
39.26,141,84,2972,Critical
36.29,73,95,963,Normal
38.87,128,91,2081,High
38.87,129,91,2312,High
37.84,108,93,1470,Moderate
38.6,139,90,2374,High
38.73,135,91,2540,High
38.13,138,90,2316,High
37.9,120,94,1479,Moderate
36.15,72,99,1076,Normal
37.72,110,94,1743,Moderate
36.71,85,98,1231,Normal
39.61,156,82,3062,Critical
38.49,130,91,2319,High
40.23,151,86,2987,Critical
39.21,168,85,3020,Critical
37.67,118,93,1758,Moderate
40.23,143,80,2731,Critical
38.49,121,91,2018,High
38.39,131,91,2179,High
39.56,148,76,2734,Critical
39.14,157,87,2868,Critical
40.19,167,79,2981,Critical
36.86,95,98,807,Normal
39.89,159,82,3063,Critical
37.11,87,99,881,Normal
39.38,155,82,2963,Critical
37.95,113,94,1435,Moderate
39.11,151,81,3134,Critical
39.24,150,80,2706,Critical
37.09,69,99,859,Normal
37.91,108,94,1474,Moderate
36.02,73,99,1086,Normal
40.16,149,76,3029,Critical
40.49,156,87,2891,Critical
38.89,133,89,2226,High
37.93,104,94,1746,Moderate
38.27,122,90,2440,High
38.0,102,93,1417,Moderate
39.75,149,83,2823,Critical
37.8,101,94,1839,Moderate
37.67,104,92,1689,Moderate
37.75,107,93,1754,Moderate
38.82,123,91,2159,High
39.66,143,88,2724,Critical
38.16,137,91,2169,High
38.86,128,90,2250,High
37.72,109,93,1793,Moderate
39.59,163,88,2747,Critical
37.87,105,92,1670,Moderate
37.96,101,94,1843,Moderate
37.99,102,94,1611,Moderate
40.43,147,80,3026,Critical
39.67,166,77,2900,Critical
37.65,102,94,1411,Moderate
38.47,122,90,2452,High
37.84,102,93,1457,Moderate
39.56,158,84,2875,Critical
38.28,135,89,2014,High
39.15,145,79,2856,Critical
36.14,66,100,822,Normal
40.42,160,79,2860,Critical
38.43,127,91,2389,High
36.37,78,96,801,Normal
38.73,129,90,2532,High
36.82,92,98,815,Normal
37.62,109,94,1508,Moderate
38.91,129,90,2366,High
39.33,164,87,2909,Critical
38.56,136,91,2483,High
36.55,94,95,1170,Normal
39.76,160,86,2752,Critical
39.54,156,88,3028,Critical
38.81,128,90,2400,High
39.34,166,85,3172,Critical
38.13,134,89,2519,High
38.48,129,89,2352,High
38.12,123,90,2587,High
37.03,77,99,1043,Normal
36.69,90,98,960,Normal
36.13,63,100,1094,Normal
39.96,158,87,2705,Critical
38.38,121,89,2298,High
39.67,169,82,2768,Critical
39.58,159,85,3117,Critical
40.07,141,85,2794,Critical
37.71,101,93,1879,Moderate
37.61,107,94,1587,Moderate
36.56,95,95,1279,Normal
36.72,66,98,1165,Normal
38.15,128,90,2369,High
39.8,141,84,2874,Critical
38.55,138,90,2476,High
37.62,106,92,1485,Moderate
39.63,164,81,3010,Critical
37.03,80,95,811,Normal
37.7,118,93,1546,Moderate
39.88,166,82,2792,Critical
38.54,124,89,2549,High
37.98,102,92,1754,Moderate
39.89,169,88,2726,Critical
36.16,97,96,1188,Normal
39.73,148,77,3097,Critical
37.81,103,92,1695,Moderate
36.75,64,99,1096,Normal
38.81,123,90,2305,High
39.82,154,82,2791,Critical
39.36,167,80,3168,Critical
36.12,78,98,1237,Normal
39.69,161,85,2954,Critical
37.67,103,93,1762,Moderate
38.17,125,90,2419,High
36.75,96,100,925,Normal
40.09,151,80,2892,Critical
40.31,168,76,3142,Critical
36.0,78,98,1159,Normal
40.37,162,79,2927,Critical
40.49,169,81,3041,Critical
38.51,128,90,2118,High
36.23,98,95,1290,Normal
36.49,87,96,981,Normal
37.21,100,98,1204,Normal
38.39,125,89,2116,High
36.28,83,99,1219,Normal
39.66,148,76,2712,Critical
37.78,108,93,1600,Moderate
37.74,110,92,1642,Moderate
36.34,67,100,1229,Normal
40.11,154,83,2957,Critical
38.28,127,89,2272,High
37.95,102,94,1833,Moderate
36.66,69,97,1050,Normal
37.19,71,96,1029,Normal
40.05,159,77,2768,Critical
37.88,102,94,1790,Moderate
37.82,107,94,1710,Moderate
40.05,151,86,2999,Critical
38.63,130,90,2440,High
37.99,107,94,1415,Moderate
36.23,95,95,1121,Normal
40.36,169,87,2858,Critical
37.15,67,100,1235,Normal
36.33,74,98,1069,Normal
37.84,102,93,1751,Moderate
38.19,127,89,2552,High
40.42,165,83,2738,Critical
39.14,152,78,3088,Critical
36.1,85,98,1252,Normal
